,Threshold,Overall Correct,% crop correct,% non-crop correct,% crop incorrect,% non-crop incorrect,% Crop Producers Accuracy,% Non-crop Producers Accuarcy,% Crop Users Accuracy,% Non-crop Users Accuracy,Kappa Coefficient,J-statistic
0,0.4,86.77,52.8,33.97,5.59,7.63,90.42,81.65,87.37,85.86,1.01,0.53
